item_id,func,split,layers,alpha,posmode,arm,seed,good_rank,bad_rank,argmax_tok,in_top5,is_top1,beats_bad,patch_norm
France->Germany,capital,tuning,5,2.0,all,randdir,0,481,2,45996,0,0,0,
France->Germany,capital,tuning,5,2.0,all,randdir,1,378,2,45996,0,0,0,
France->Germany,capital,tuning,5,2.0,all,randnorm,0,453,2,45996,0,0,0,
France->Germany,capital,tuning,5,2.0,all,randnorm,1,475,2,45996,0,0,0,
France->Germany,capital,tuning,6,0.5,all,lens,-1,19,3,520,0,0,0,
France->Germany,capital,tuning,6,0.5,all,randdir,0,168,2,45996,0,0,0,
France->Germany,capital,tuning,6,0.5,all,randdir,1,299,1,6342,0,0,0,
France->Germany,capital,tuning,6,0.5,all,randnorm,0,335,2,45996,0,0,0,
France->Germany,capital,tuning,6,0.5,all,randnorm,1,277,2,45996,0,0,0,
France->Germany,capital,tuning,6,1.0,all,lens,-1,2,74,34923,1,0,1,
France->Germany,capital,tuning,6,1.0,all,randdir,0,106,2,45996,0,0,0,
France->Germany,capital,tuning,6,1.0,all,randdir,1,305,1,6342,0,0,0,
France->Germany,capital,tuning,6,1.0,all,randnorm,0,350,2,45996,0,0,0,
France->Germany,capital,tuning,6,1.0,all,randnorm,1,237,2,45996,0,0,0,
France->Germany,capital,tuning,6,2.0,all,lens,-1,1,1410,11307,1,1,1,
France->Germany,capital,tuning,6,2.0,all,randdir,0,63,2,45996,0,0,0,
France->Germany,capital,tuning,6,2.0,all,randdir,1,311,1,6342,0,0,0,
France->Germany,capital,tuning,6,2.0,all,randnorm,0,342,2,45996,0,0,0,
France->Germany,capital,tuning,6,2.0,all,randnorm,1,204,2,45996,0,0,0,
France->Germany,capital,tuning,7,0.5,all,lens,-1,34,1,6342,0,0,0,
France->Germany,capital,tuning,7,0.5,all,randdir,0,257,1,6342,0,0,0,
France->Germany,capital,tuning,7,0.5,all,randdir,1,310,1,6342,0,0,0,
France->Germany,capital,tuning,7,0.5,all,randnorm,0,255,1,6342,0,0,0,
France->Germany,capital,tuning,7,0.5,all,randnorm,1,290,1,6342,0,0,0,
France->Germany,capital,tuning,7,1.0,all,lens,-1,3,24,34923,1,0,1,
France->Germany,capital,tuning,7,1.0,all,randdir,0,212,1,6342,0,0,0,
France->Germany,capital,tuning,7,1.0,all,randdir,1,326,1,6342,0,0,0,
France->Germany,capital,tuning,7,1.0,all,randnorm,0,211,1,6342,0,0,0,
France->Germany,capital,tuning,7,1.0,all,randnorm,1,263,1,6342,0,0,0,
France->Germany,capital,tuning,7,2.0,all,lens,-1,2,560,34923,1,0,1,
France->Germany,capital,tuning,7,2.0,all,randdir,0,146,1,6342,0,0,0,
France->Germany,capital,tuning,7,2.0,all,randdir,1,343,1,6342,0,0,0,
France->Germany,capital,tuning,7,2.0,all,randnorm,0,128,1,6342,0,0,0,
France->Germany,capital,tuning,7,2.0,all,randnorm,1,173,1,6342,0,0,0,
France->Germany,capital,tuning,8,0.5,all,lens,-1,38,1,6342,0,0,0,
France->Germany,capital,tuning,8,0.5,all,randdir,0,347,1,6342,0,0,0,
France->Germany,capital,tuning,8,0.5,all,randdir,1,291,1,6342,0,0,0,
France->Germany,capital,tuning,8,0.5,all,randnorm,0,385,1,6342,0,0,0,
France->Germany,capital,tuning,8,0.5,all,randnorm,1,282,1,6342,0,0,0,
France->Germany,capital,tuning,8,1.0,all,lens,-1,3,16,34923,1,0,1,
France->Germany,capital,tuning,8,1.0,all,randdir,0,376,1,6342,0,0,0,
France->Germany,capital,tuning,8,1.0,all,randdir,1,278,1,6342,0,0,0,
France->Germany,capital,tuning,8,1.0,all,randnorm,0,454,1,6342,0,0,0,
France->Germany,capital,tuning,8,1.0,all,randnorm,1,245,1,6342,0,0,0,
France->Germany,capital,tuning,8,2.0,all,lens,-1,2,636,34923,1,0,1,
France->Germany,capital,tuning,8,2.0,all,randdir,0,540,1,6342,0,0,0,
France->Germany,capital,tuning,8,2.0,all,randdir,1,248,1,6342,0,0,0,
France->Germany,capital,tuning,8,2.0,all,randnorm,0,629,1,6342,0,0,0,
France->Germany,capital,tuning,8,2.0,all,randnorm,1,164,1,6342,0,0,0,
France->Germany,capital,tuning,9,0.5,all,lens,-1,42,1,6342,0,0,0,
France->Germany,capital,tuning,9,0.5,all,randdir,0,284,1,6342,0,0,0,
France->Germany,capital,tuning,9,0.5,all,randdir,1,261,2,45996,0,0,0,
France->Germany,capital,tuning,9,0.5,all,randnorm,0,198,1,6342,0,0,0,
France->Germany,capital,tuning,9,0.5,all,randnorm,1,258,2,45996,0,0,0,
France->Germany,capital,tuning,9,1.0,all,lens,-1,3,28,34923,1,0,1,
France->Germany,capital,tuning,9,1.0,all,randdir,0,273,1,6342,0,0,0,
France->Germany,capital,tuning,9,1.0,all,randdir,1,227,2,45996,0,0,0,
France->Germany,capital,tuning,9,1.0,all,randnorm,0,120,1,6342,0,0,0,
France->Germany,capital,tuning,9,1.0,all,randnorm,1,200,2,45996,0,0,0,
France->Germany,capital,tuning,9,2.0,all,lens,-1,1,2690,11307,1,1,1,
France->Germany,capital,tuning,9,2.0,all,randdir,0,246,1,6342,0,0,0,
France->Germany,capital,tuning,9,2.0,all,randdir,1,195,2,45996,0,0,0,
France->Germany,capital,tuning,9,2.0,all,randnorm,0,53,1,6342,0,0,0,
France->Germany,capital,tuning,9,2.0,all,randnorm,1,106,1,6342,0,0,0,
France->Germany,capital,tuning,10,0.5,all,lens,-1,39,3,520,0,0,0,
France->Germany,capital,tuning,10,0.5,all,randdir,0,281,1,6342,0,0,0,
France->Germany,capital,tuning,10,0.5,all,randdir,1,325,1,6342,0,0,0,
France->Germany,capital,tuning,10,0.5,all,randnorm,0,245,1,6342,0,0,0,
France->Germany,capital,tuning,10,0.5,all,randnorm,1,325,1,6342,0,0,0,
France->Germany,capital,tuning,10,1.0,all,lens,-1,5,42,520,1,0,1,
France->Germany,capital,tuning,10,1.0,all,randdir,0,266,1,6342,0,0,0,
France->Germany,capital,tuning,10,1.0,all,randdir,1,351,1,6342,0,0,0,
France->Germany,capital,tuning,10,1.0,all,randnorm,0,193,1,6342,0,0,0,
France->Germany,capital,tuning,10,1.0,all,randnorm,1,360,1,6342,0,0,0,
France->Germany,capital,tuning,10,2.0,all,lens,-1,1,1902,11307,1,1,1,
France->Germany,capital,tuning,10,2.0,all,randdir,0,237,1,6342,0,0,0,
France->Germany,capital,tuning,10,2.0,all,randdir,1,425,1,6342,0,0,0,
France->Germany,capital,tuning,10,2.0,all,randnorm,0,128,1,6342,0,0,0,
France->Germany,capital,tuning,10,2.0,all,randnorm,1,505,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,0.5,all,lens,-1,25,2,520,0,0,0,
France->Germany,capital,tuning,6-7-8,0.5,all,randdir,0,171,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,0.5,all,randdir,1,301,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,0.5,all,randnorm,0,377,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,0.5,all,randnorm,1,245,2,45996,0,0,0,
France->Germany,capital,tuning,6-7-8,1.0,all,lens,-1,2,46,34923,1,0,1,
France->Germany,capital,tuning,6-7-8,1.0,all,randdir,0,104,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,1.0,all,randdir,1,313,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,1.0,all,randnorm,0,404,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,1.0,all,randnorm,1,175,2,45996,0,0,0,
France->Germany,capital,tuning,6-7-8,2.0,all,lens,-1,5,49242,4486,1,0,1,
France->Germany,capital,tuning,6-7-8,2.0,all,randdir,0,73,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,2.0,all,randdir,1,326,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,2.0,all,randnorm,0,307,1,6342,0,0,0,
France->Germany,capital,tuning,6-7-8,2.0,all,randnorm,1,91,3,45996,0,0,0,
France->Germany,capital,tuning,7-8-9,0.5,all,lens,-1,21,3,520,0,0,0,
France->Germany,capital,tuning,7-8-9,0.5,all,randdir,0,279,1,6342,0,0,0,
France->Germany,capital,tuning,7-8-9,0.5,all,randdir,1,260,2,45996,0,0,0,
France->Germany,capital,tuning,7-8-9,0.5,all,randnorm,0,214,1,6342,0,0,0,
France->Germany,capital,tuning,7-8-9,0.5,all,randnorm,1,234,2,45996,0,0,0,
France->Germany,capital,tuning,7-8-9,1.0,all,lens,-1,5,26,34923,1,0,1,
France->Germany,capital,tuning,7-8-9,1.0,all,randdir,0,253,1,6342,0,0,0,
France->Germany,capital,tuning,7-8-9,1.0,all,randdir,1,238,2,45996,0,0,0,
France->Germany,capital,tuning,7-8-9,1.0,all,randnorm,0,155,1,6342,0,0,0,
France->Germany,capital,tuning,7-8-9,1.0,all,randnorm,1,151,2,45996,0,0,0,
France->Germany,capital,tuning,7-8-9,2.0,all,lens,-1,4,49244,4486,1,0,1,
France->Germany,capital,tuning,7-8-9,2.0,all,randdir,0,207,1,6342,0,0,0,
France->Germany,capital,tuning,7-8-9,2.0,all,randdir,1,241,3,18460,0,0,0,
France->Germany,capital,tuning,7-8-9,2.0,all,randnorm,0,158,1,6342,0,0,0,
France->Germany,capital,tuning,7-8-9,2.0,all,randnorm,1,60,1,6342,0,0,0,
France->Germany,language,tuning,3,0.5,all,lens,-1,6,2,3594,0,0,0,
France->Germany,language,tuning,3,0.5,all,randdir,0,12,1,4141,0,0,0,
France->Germany,language,tuning,3,0.5,all,randdir,1,12,1,4141,0,0,0,
France->Germany,language,tuning,3,0.5,all,randnorm,0,12,1,4141,0,0,0,
France->Germany,language,tuning,3,0.5,all,randnorm,1,11,1,4141,0,0,0,
France->Germany,language,tuning,3,1.0,all,lens,-1,1,8,2679,1,1,1,
France->Germany,language,tuning,3,1.0,all,randdir,0,13,1,4141,0,0,0,
France->Germany,language,tuning,3,1.0,all,randdir,1,13,1,4141,0,0,0,
France->Germany,language,tuning,3,1.0,all,randnorm,0,11,1,4141,0,0,0,
France->Germany,language,tuning,3,1.0,all,randnorm,1,11,1,4141,0,0,0,
France->Germany,language,tuning,3,2.0,all,lens,-1,1,25,2679,1,1,1,
France->Germany,language,tuning,3,2.0,all,randdir,0,12,1,4141,0,0,0,
France->Germany,language,tuning,3,2.0,all,randdir,1,15,1,4141,0,0,0,
France->Germany,language,tuning,3,2.0,all,randnorm,0,10,1,4141,0,0,0,
France->Germany,language,tuning,3,2.0,all,randnorm,1,11,2,286,0,0,0,
France->Germany,language,tuning,4,0.5,all,lens,-1,6,1,4141,0,0,0,
France->Germany,language,tuning,4,0.5,all,randdir,0,15,1,4141,0,0,0,
France->Germany,language,tuning,4,0.5,all,randdir,1,11,1,4141,0,0,0,
France->Germany,language,tuning,4,0.5,all,randnorm,0,13,1,4141,0,0,0,
France->Germany,language,tuning,4,0.5,all,randnorm,1,11,1,4141,0,0,0,
France->Germany,language,tuning,4,1.0,all,lens,-1,2,6,3594,1,0,1,
France->Germany,language,tuning,4,1.0,all,randdir,0,15,1,4141,0,0,0,
France->Germany,language,tuning,4,1.0,all,randdir,1,11,1,4141,0,0,0,
France->Germany,language,tuning,4,1.0,all,randnorm,0,14,1,4141,0,0,0,
France->Germany,language,tuning,4,1.0,all,randnorm,1,10,1,4141,0,0,0,
France->Germany,language,tuning,4,2.0,all,lens,-1,2,11,3594,1,0,1,
France->Germany,language,tuning,4,2.0,all,randdir,0,16,1,4141,0,0,0,
France->Germany,language,tuning,4,2.0,all,randdir,1,11,1,4141,0,0,0,
France->Germany,language,tuning,4,2.0,all,randnorm,0,14,2,3594,0,0,0,
France->Germany,language,tuning,4,2.0,all,randnorm,1,10,3,286,0,0,0,
France->Germany,language,tuning,5,0.5,all,lens,-1,3,5,3594,1,0,1,
France->Germany,language,tuning,5,0.5,all,randdir,0,13,1,4141,0,0,0,
France->Germany,language,tuning,5,0.5,all,randdir,1,10,1,4141,0,0,0,
France->Germany,language,tuning,5,0.5,all,randnorm,0,13,1,4141,0,0,0,
France->Germany,language,tuning,5,0.5,all,randnorm,1,11,1,4141,0,0,0,
France->Germany,language,tuning,5,1.0,all,lens,-1,1,14,2679,1,1,1,
France->Germany,language,tuning,5,1.0,all,randdir,0,10,1,4141,0,0,0,
France->Germany,language,tuning,5,1.0,all,randdir,1,8,2,3594,0,0,0,
France->Germany,language,tuning,5,1.0,all,randnorm,0,12,1,4141,0,0,0,
France->Germany,language,tuning,5,1.0,all,randnorm,1,10,1,4141,0,0,0,
France->Germany,language,tuning,5,2.0,all,lens,-1,1,284,2679,1,1,1,
France->Germany,language,tuning,5,2.0,all,randdir,0,9,1,4141,0,0,0,
France->Germany,language,tuning,5,2.0,all,randdir,1,13,5,3594,0,0,0,
France->Germany,language,tuning,5,2.0,all,randnorm,0,11,1,4141,0,0,0,
France->Germany,language,tuning,5,2.0,all,randnorm,1,8,2,3594,0,0,0,
France->Germany,language,tuning,6,0.5,all,lens,-1,5,4,3594,1,0,0,
France->Germany,language,tuning,6,0.5,all,randdir,0,13,1,4141,0,0,0,
France->Germany,language,tuning,6,0.5,all,randdir,1,11,1,4141,0,0,0,
France->Germany,language,tuning,6,0.5,all,randnorm,0,13,1,4141,0,0,0,
France->Germany,language,tuning,6,0.5,all,randnorm,1,15,1,4141,0,0,0,
France->Germany,language,tuning,6,1.0,all,lens,-1,1,14,2679,1,1,1,
France->Germany,language,tuning,6,1.0,all,randdir,0,13,1,4141,0,0,0,
France->Germany,language,tuning,6,1.0,all,randdir,1,12,1,4141,0,0,0,
France->Germany,language,tuning,6,1.0,all,randnorm,0,14,1,4141,0,0,0,
France->Germany,language,tuning,6,1.0,all,randnorm,1,16,1,4141,0,0,0,
France->Germany,language,tuning,6,2.0,all,lens,-1,1,317,2679,1,1,1,
France->Germany,language,tuning,6,2.0,all,randdir,0,13,3,3594,0,0,0,
France->Germany,language,tuning,6,2.0,all,randdir,1,13,1,4141,0,0,0,
France->Germany,language,tuning,6,2.0,all,randnorm,0,16,2,286,0,0,0,
France->Germany,language,tuning,6,2.0,all,randnorm,1,17,1,4141,0,0,0,
France->Germany,language,tuning,7,0.5,all,lens,-1,6,3,3594,0,0,0,
France->Germany,language,tuning,7,0.5,all,randdir,0,15,2,286,0,0,0,
France->Germany,language,tuning,7,0.5,all,randdir,1,12,1,4141,0,0,0,
France->Germany,language,tuning,7,0.5,all,randnorm,0,11,1,4141,0,0,0,
France->Germany,language,tuning,7,0.5,all,randnorm,1,13,1,4141,0,0,0,
France->Germany,language,tuning,7,1.0,all,lens,-1,1,7,2679,1,1,1,
France->Germany,language,tuning,7,1.0,all,randdir,0,20,4,262,0,0,0,
France->Germany,language,tuning,7,1.0,all,randdir,1,12,1,4141,0,0,0,
France->Germany,language,tuning,7,1.0,all,randnorm,0,11,1,4141,0,0,0,
France->Germany,language,tuning,7,1.0,all,randnorm,1,13,1,4141,0,0,0,
France->Germany,language,tuning,7,2.0,all,lens,-1,1,81,2679,1,1,1,
France->Germany,language,tuning,7,2.0,all,randdir,0,35,10,262,0,0,0,
France->Germany,language,tuning,7,2.0,all,randdir,1,12,1,4141,0,0,0,
France->Germany,language,tuning,7,2.0,all,randnorm,0,11,1,4141,0,0,0,
France->Germany,language,tuning,7,2.0,all,randnorm,1,13,1,4141,0,0,0,
France->Germany,language,tuning,8,0.5,all,lens,-1,6,2,3594,0,0,0,
France->Germany,language,tuning,8,0.5,all,randdir,0,12,1,4141,0,0,0,
France->Germany,language,tuning,8,0.5,all,randdir,1,14,1,4141,0,0,0,
France->Germany,language,tuning,8,0.5,all,randnorm,0,12,1,4141,0,0,0,
France->Germany,language,tuning,8,0.5,all,randnorm,1,13,1,4141,0,0,0,
France->Germany,language,tuning,8,1.0,all,lens,-1,1,6,2679,1,1,1,
France->Germany,language,tuning,8,1.0,all,randdir,0,9,1,4141,0,0,0,
France->Germany,language,tuning,8,1.0,all,randdir,1,15,1,4141,0,0,0,
France->Germany,language,tuning,8,1.0,all,randnorm,0,11,1,4141,0,0,0,
France->Germany,language,tuning,8,1.0,all,randnorm,1,14,1,4141,0,0,0,
France->Germany,language,tuning,8,2.0,all,lens,-1,1,84,2679,1,1,1,
France->Germany,language,tuning,8,2.0,all,randdir,0,22,2,262,0,0,0,
France->Germany,language,tuning,8,2.0,all,randdir,1,20,1,4141,0,0,0,
France->Germany,language,tuning,8,2.0,all,randnorm,0,9,1,4141,0,0,0,
France->Germany,language,tuning,8,2.0,all,randnorm,1,13,2,3594,0,0,0,
France->Germany,language,tuning,9,0.5,all,lens,-1,6,2,3594,0,0,0,
France->Germany,language,tuning,9,0.5,all,randdir,0,13,1,4141,0,0,0,
France->Germany,language,tuning,9,0.5,all,randdir,1,14,1,4141,0,0,0,
France->Germany,language,tuning,9,0.5,all,randnorm,0,12,1,4141,0,0,0,
France->Germany,language,tuning,9,0.5,all,randnorm,1,11,1,4141,0,0,0,
France->Germany,language,tuning,9,1.0,all,lens,-1,1,6,2679,1,1,1,
France->Germany,language,tuning,9,1.0,all,randdir,0,13,1,4141,0,0,0,
France->Germany,language,tuning,9,1.0,all,randdir,1,16,1,4141,0,0,0,
France->Germany,language,tuning,9,1.0,all,randnorm,0,11,2,3594,0,0,0,
France->Germany,language,tuning,9,1.0,all,randnorm,1,11,1,4141,0,0,0,
France->Germany,language,tuning,9,2.0,all,lens,-1,1,111,2679,1,1,1,
France->Germany,language,tuning,9,2.0,all,randdir,0,13,2,3594,0,0,0,
France->Germany,language,tuning,9,2.0,all,randdir,1,18,1,4141,0,0,0,
France->Germany,language,tuning,9,2.0,all,randnorm,0,9,2,3594,0,0,0,
France->Germany,language,tuning,9,2.0,all,randnorm,1,12,5,3594,0,0,0,
France->Germany,language,tuning,10,0.5,all,lens,-1,6,4,3594,0,0,0,
France->Germany,language,tuning,10,0.5,all,randdir,0,12,1,4141,0,0,0,
France->Germany,language,tuning,10,0.5,all,randdir,1,14,1,4141,0,0,0,
France->Germany,language,tuning,10,0.5,all,randnorm,0,12,1,4141,0,0,0,
France->Germany,language,tuning,10,0.5,all,randnorm,1,16,1,4141,0,0,0,
France->Germany,language,tuning,10,1.0,all,lens,-1,1,7,2679,1,1,1,
France->Germany,language,tuning,10,1.0,all,randdir,0,12,1,4141,0,0,0,
France->Germany,language,tuning,10,1.0,all,randdir,1,17,1,4141,0,0,0,
France->Germany,language,tuning,10,1.0,all,randnorm,0,13,1,4141,0,0,0,
France->Germany,language,tuning,10,1.0,all,randnorm,1,19,1,4141,0,0,0,
France->Germany,language,tuning,10,2.0,all,lens,-1,1,120,2679,1,1,1,
France->Germany,language,tuning,10,2.0,all,randdir,0,15,1,4141,0,0,0,
France->Germany,language,tuning,10,2.0,all,randdir,1,22,1,4141,0,0,0,
France->Germany,language,tuning,10,2.0,all,randnorm,0,15,1,4141,0,0,0,
France->Germany,language,tuning,10,2.0,all,randnorm,1,23,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,0.5,all,lens,-1,6,2,3594,0,0,0,
France->Germany,language,tuning,6-7-8,0.5,all,randdir,0,11,2,262,0,0,0,
France->Germany,language,tuning,6-7-8,0.5,all,randdir,1,13,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,0.5,all,randnorm,0,13,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,0.5,all,randnorm,1,15,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,1.0,all,lens,-1,1,12,2679,1,1,1,
France->Germany,language,tuning,6-7-8,1.0,all,randdir,0,12,5,262,0,0,0,
France->Germany,language,tuning,6-7-8,1.0,all,randdir,1,15,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,1.0,all,randnorm,0,11,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,1.0,all,randnorm,1,16,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,2.0,all,lens,-1,1,49505,2679,1,1,1,
France->Germany,language,tuning,6-7-8,2.0,all,randdir,0,25,15,262,0,0,0,
France->Germany,language,tuning,6-7-8,2.0,all,randdir,1,18,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,2.0,all,randnorm,0,11,1,4141,0,0,0,
France->Germany,language,tuning,6-7-8,2.0,all,randnorm,1,14,1,4141,0,0,0,
France->Germany,language,tuning,7-8-9,0.5,all,lens,-1,6,3,3594,0,0,0,
France->Germany,language,tuning,7-8-9,0.5,all,randdir,0,11,2,262,0,0,0,
France->Germany,language,tuning,7-8-9,0.5,all,randdir,1,14,1,4141,0,0,0,
France->Germany,language,tuning,7-8-9,0.5,all,randnorm,0,10,1,4141,0,0,0,
France->Germany,language,tuning,7-8-9,0.5,all,randnorm,1,14,1,4141,0,0,0,
France->Germany,language,tuning,7-8-9,1.0,all,lens,-1,1,7,2679,1,1,1,
France->Germany,language,tuning,7-8-9,1.0,all,randdir,0,14,5,262,0,0,0,
France->Germany,language,tuning,7-8-9,1.0,all,randdir,1,14,1,4141,0,0,0,
France->Germany,language,tuning,7-8-9,1.0,all,randnorm,0,9,1,4141,0,0,0,
France->Germany,language,tuning,7-8-9,1.0,all,randnorm,1,15,2,3594,0,0,0,
France->Germany,language,tuning,7-8-9,2.0,all,lens,-1,2,49484,4486,1,0,1,
France->Germany,language,tuning,7-8-9,2.0,all,randdir,0,51,14,262,0,0,0,
France->Germany,language,tuning,7-8-9,2.0,all,randdir,1,19,2,3594,0,0,0,
France->Germany,language,tuning,7-8-9,2.0,all,randnorm,0,8,1,4141,0,0,0,
France->Germany,language,tuning,7-8-9,2.0,all,randnorm,1,14,5,3594,0,0,0,
France->Ireland,capital,tuning,3,0.5,all,lens,-1,2,6,520,1,0,1,
France->Ireland,capital,tuning,3,0.5,all,randdir,0,816,1,6342,0,0,0,
France->Ireland,capital,tuning,3,0.5,all,randdir,1,919,1,6342,0,0,0,
France->Ireland,capital,tuning,3,0.5,all,randnorm,0,790,1,6342,0,0,0,
France->Ireland,capital,tuning,3,0.5,all,randnorm,1,958,2,45996,0,0,0,
France->Ireland,capital,tuning,3,1.0,all,lens,-1,1,879,18220,1,1,1,
France->Ireland,capital,tuning,3,1.0,all,randdir,0,737,1,6342,0,0,0,
France->Ireland,capital,tuning,3,1.0,all,randdir,1,953,2,45996,0,0,0,
France->Ireland,capital,tuning,3,1.0,all,randnorm,0,635,1,6342,0,0,0,
France->Ireland,capital,tuning,3,1.0,all,randnorm,1,867,2,45996,0,0,0,
France->Ireland,capital,tuning,3,2.0,all,lens,-1,1,11121,18220,1,1,1,
France->Ireland,capital,tuning,3,2.0,all,randdir,0,665,1,6342,0,0,0,
France->Ireland,capital,tuning,3,2.0,all,randdir,1,914,1,6342,0,0,0,
France->Ireland,capital,tuning,3,2.0,all,randnorm,0,416,1,6342,0,0,0,
France->Ireland,capital,tuning,3,2.0,all,randnorm,1,276,2,45996,0,0,0,
France->Ireland,capital,tuning,4,0.5,all,lens,-1,2,5,520,1,0,1,
France->Ireland,capital,tuning,4,0.5,all,randdir,0,845,1,6342,0,0,0,
France->Ireland,capital,tuning,4,0.5,all,randdir,1,898,1,6342,0,0,0,
France->Ireland,capital,tuning,4,0.5,all,randnorm,0,752,1,6342,0,0,0,
France->Ireland,capital,tuning,4,0.5,all,randnorm,1,1211,2,45996,0,0,0,
France->Ireland,capital,tuning,4,1.0,all,lens,-1,1,877,18220,1,1,1,
France->Ireland,capital,tuning,4,1.0,all,randdir,0,787,1,6342,0,0,0,
France->Ireland,capital,tuning,4,1.0,all,randdir,1,914,2,45996,0,0,0,
France->Ireland,capital,tuning,4,1.0,all,randnorm,0,529,1,6342,0,0,0,
France->Ireland,capital,tuning,4,1.0,all,randnorm,1,1657,5,45996,0,0,0,
France->Ireland,capital,tuning,4,2.0,all,lens,-1,1,11176,18220,1,1,1,
France->Ireland,capital,tuning,4,2.0,all,randdir,0,659,1,6342,0,0,0,
France->Ireland,capital,tuning,4,2.0,all,randdir,1,965,2,45996,0,0,0,
France->Ireland,capital,tuning,4,2.0,all,randnorm,0,343,1,6342,0,0,0,
France->Ireland,capital,tuning,4,2.0,all,randnorm,1,2802,21,9281,0,0,0,
France->Ireland,capital,tuning,5,0.5,all,lens,-1,2,5,520,1,0,1,
France->Ireland,capital,tuning,5,0.5,all,randdir,0,811,1,6342,0,0,0,
